command_count,session_duration_seconds,failed_login_attempts,unique_commands,login_attempts,files_accessed,suspicious_command_count,port_number,canary_triggered,bytes_sent,bytes_received,actual_label,predicted_anomaly,threat_score,threat_level
9,182,3,12,7,4,1,22,0,1363,4420,0,1,42.84,Medium
19,239,3,8,3,4,3,443,0,3381,16512,0,1,41.61,Medium
16,438,2,9,3,4,3,80,0,1454,108922,0,1,46.8,Medium
25,146,2,11,8,3,4,22,0,10020,9221,0,1,45.73,Medium
22,34,2,6,4,4,2,22,0,14665,25297,0,1,41.68,Medium
17,176,3,4,4,4,3,22,0,1846,3102,0,1,39.06,Medium
28,245,3,8,4,6,0,80,0,5556,4425,0,1,45.25,Medium
16,69,4,8,5,3,2,22,0,2409,7793,0,1,38.16,Medium
18,245,3,5,6,3,1,22,0,1764,20924,0,1,38.82,Medium
18,600,1,7,8,2,5,22,0,10587,6086,0,-1,50.03,Medium
23,276,5,4,5,2,2,22,0,2441,1412,0,1,40.8,Medium
18,300,4,15,4,4,1,80,0,13250,4629,0,1,44.07,Medium
15,104,4,11,3,4,1,80,0,5847,2750,1,1,41.12,Medium
14,7,6,7,4,2,2,80,0,323,6028,0,1,44.52,Medium
20,176,2,9,7,4,2,443,0,452,4893,0,1,42.03,Medium
14,224,0,9,5,4,3,22,0,1598,4142,0,1,42.68,Medium
21,201,3,7,5,6,2,22,0,5062,5187,1,1,37.97,Medium
24,133,4,4,6,4,3,22,0,2606,9021,0,1,40.46,Medium
21,213,4,7,5,6,1,443,0,3464,12117,0,1,41.11,Medium
19,177,2,11,8,4,3,22,0,769,5900,1,1,40.95,Medium
13,218,10,9,2,4,2,80,0,9254,14615,1,1,48.78,Medium
25,357,0,9,2,2,3,22,0,566,1567,0,1,49.52,Medium
5,247,1,6,1,4,3,22,0,5622,10033,0,1,47.44,Medium
17,380,3,11,8,2,0,22,0,1437,6511,0,1,43.06,Medium
22,93,4,12,6,3,3,22,0,549,13585,0,1,40.9,Medium
14,140,2,6,4,2,2,22,0,3890,48467,0,1,40.15,Medium
15,190,3,9,3,4,2,22,0,1124,3799,0,1,38.2,Medium
17,180,2,10,4,6,4,22,0,11801,962,0,1,42.32,Medium
20,247,1,10,9,8,3,22,0,2104,7337,0,1,44.12,Medium
28,163,1,10,6,6,2,22,0,1779,1104,0,1,44.66,Medium
13,209,4,3,7,4,0,22,0,1719,3842,0,1,43.27,Medium
20,461,3,9,12,9,3,443,0,4652,5140,0,-1,52.57,Medium
19,143,3,4,5,1,2,22,0,2317,19197,0,1,40.04,Medium
14,111,4,3,4,6,1,443,0,4745,20942,0,1,44.37,Medium
15,121,4,10,2,7,2,443,0,5645,20647,0,1,44.52,Medium
20,99,2,11,5,5,1,22,0,5714,35051,0,1,41.66,Medium
17,391,1,9,8,3,1,22,0,2851,2442,0,1,42.11,Medium
12,331,0,5,1,2,3,22,1,1321,3285,1,-1,58.55,Medium
9,157,3,8,5,3,0,80,0,1123,12539,0,1,42.69,Medium
18,266,1,17,8,2,2,443,0,8001,2818,0,1,49.97,Medium
21,254,1,2,8,4,3,22,0,2186,49725,0,1,48.03,Medium
17,355,3,5,1,5,3,80,0,7111,54640,0,1,45.29,Medium
17,425,2,11,6,5,1,22,0,18564,5950,0,1,43.98,Medium
15,66,4,7,9,7,0,22,0,524,7698,0,1,43.07,Medium
26,209,4,11,4,2,1,22,0,12895,3429,0,1,43.1,Medium
14,232,0,12,4,4,0,80,0,10926,6256,0,1,46.63,Medium
11,251,1,3,3,6,1,22,0,1291,7136,0,1,45.32,Medium
15,197,5,12,3,1,1,22,0,13315,41915,0,1,46.71,Medium
23,204,3,9,6,2,1,22,0,5735,4650,0,1,39.28,Medium
23,146,8,3,3,6,2,443,0,2794,29851,1,1,49.97,Medium
14,118,2,11,3,1,2,22,0,8229,4310,0,1,43.28,Medium
17,342,3,8,4,5,1,22,0,1610,16795,0,1,38.92,Medium
17,579,2,5,10,5,2,22,0,1793,452,0,1,45.88,Medium
19,32,1,14,3,2,1,443,0,3314,81890,1,-1,51.34,Medium
16,170,1,7,2,2,2,80,0,2640,24590,0,1,41.61,Medium
12,169,6,10,5,1,0,443,0,9673,4692,0,1,49.5,Medium
14,161,4,5,6,3,1,22,0,892,2271,0,1,39.34,Medium
14,269,2,6,4,4,1,22,0,3256,1555,0,1,39.06,Medium
17,164,5,6,5,2,7,22,0,3708,12977,0,1,45.24,Medium
23,109,4,13,2,3,0,22,0,860,1230,0,1,46.7,Medium
18,104,2,7,9,3,6,22,0,2689,3118,0,1,46.26,Medium
17,139,3,4,2,6,1,22,0,3553,25365,1,1,41.4,Medium
22,157,2,11,1,4,1,443,0,1998,1258,0,1,45.72,Medium
17,415,1,4,7,1,2,443,0,2142,25778,0,1,47.43,Medium
14,164,6,9,5,6,0,22,0,1637,8919,0,1,42.08,Medium
9,110,4,3,3,6,3,22,0,1708,76623,0,1,49.78,Medium
12,184,1,7,10,2,1,8080,0,18530,32396,0,-1,60.32,High
19,245,5,9,6,3,1,22,1,589,14029,1,-1,52.19,Medium
20,71,2,4,6,6,0,443,0,9057,8660,1,1,46.18,Medium
17,570,5,7,3,5,2,22,0,3211,4087,0,1,42.19,Medium
28,336,4,8,3,3,0,22,0,4747,7949,0,1,46.43,Medium
18,236,5,12,4,8,7,22,0,7562,5504,1,1,49.67,Medium
10,385,0,16,5,4,3,443,0,9113,5840,1,-1,53.83,Medium
19,275,5,5,6,2,1,22,0,2048,1572,0,1,39.91,Medium
18,518,3,6,1,3,3,22,0,1943,11543,1,1,44.68,Medium
18,128,3,3,1,5,3,8080,0,6959,71494,0,-1,57.61,Medium
17,225,4,6,3,2,0,22,0,6725,24817,0,1,40.97,Medium
22,147,0,5,11,5,0,80,0,10205,6587,0,-1,51.33,Medium
23,138,5,10,3,5,0,22,0,5026,4423,0,1,42.06,Medium
30,33,6,5,4,2,1,22,0,4348,2353,0,1,48.88,Medium
22,85,4,6,4,2,1,22,0,4931,4548,0,1,38.93,Medium
25,204,5,9,3,2,0,22,0,1478,757,0,1,44.3,Medium
14,30,1,5,5,8,1,443,0,10344,30852,0,-1,50.53,Medium
17,208,2,9,4,8,1,22,0,8573,3949,0,1,41.78,Medium
22,34,4,9,4,4,2,443,0,18872,6876,0,1,45.41,Medium
16,109,4,9,3,3,2,80,0,393,27742,0,1,40.35,Medium
13,463,3,6,6,2,1,443,0,1180,13215,0,1,44.55,Medium
22,149,2,8,5,1,2,443,0,1115,695,0,1,42.73,Medium
25,37,1,8,5,5,0,443,0,915,5049,0,1,48.73,Medium
14,478,3,11,10,2,3,22,0,8785,1964,0,1,49.87,Medium
16,260,2,13,9,2,4,22,0,1363,25051,0,1,47.28,Medium
16,348,0,8,4,4,1,8080,0,3700,15663,0,-1,54.13,Medium
15,57,3,12,6,3,0,22,0,1423,23440,0,1,43.01,Medium
22,331,5,9,6,10,0,22,0,3623,1568,0,1,47,Medium
20,543,1,5,2,3,1,22,0,724,9863,0,1,45.37,Medium
27,437,1,2,5,5,3,22,0,14947,10984,0,-1,51.53,Medium
15,127,2,9,5,2,3,22,0,2282,1193,0,1,39.62,Medium
13,75,4,3,3,7,1,8080,0,675,345,0,-1,56.37,Medium
14,89,3,9,2,4,2,22,0,2527,724,0,1,40.5,Medium
12,174,1,9,3,7,0,8080,0,2762,9205,0,-1,56.48,Medium
17,417,3,8,3,2,0,22,0,11492,12441,0,1,43.03,Medium
23,81,4,4,7,6,0,80,0,590,62698,0,1,47.25,Medium
15,145,4,7,3,3,3,22,0,12403,8046,1,1,40.32,Medium
16,167,3,4,4,3,4,80,0,1237,13359,0,1,41.18,Medium
15,207,4,15,4,3,1,80,0,1145,80753,0,1,48.58,Medium
16,178,4,13,6,4,2,22,0,1072,10945,0,1,40.99,Medium
23,135,1,6,1,5,3,22,0,19983,47155,0,1,49.47,Medium
16,85,1,12,2,2,1,22,0,1049,2300,0,1,43.68,Medium
11,138,2,11,2,3,0,80,0,2473,4953,0,1,45.1,Medium
17,271,4,10,5,2,0,8080,0,1581,6341,0,-1,53.55,Medium
25,63,8,8,8,3,1,80,0,6113,24599,0,1,49.49,Medium
19,164,3,7,5,4,4,22,0,1797,2221,0,1,39.29,Medium
16,5,0,13,3,5,3,22,0,1572,30888,0,1,49.52,Medium
24,177,3,8,4,1,4,22,0,1118,2216,0,1,42.24,Medium
12,166,5,11,6,7,3,22,0,971,10500,1,1,42.5,Medium
16,137,3,7,5,7,3,443,0,109,22600,1,1,42.73,Medium
25,404,3,10,9,5,3,8080,0,937,2139,0,-1,56.48,Medium
12,261,2,6,7,3,2,443,0,1092,13718,0,1,42.71,Medium
23,142,0,8,4,3,3,22,0,986,36121,0,1,44.86,Medium
23,43,2,7,2,5,0,22,0,732,10569,0,1,43.3,Medium
16,157,1,15,2,3,2,8080,0,8370,17326,0,-1,58.61,Medium
21,157,2,4,6,2,2,80,0,9641,2039,0,1,41.39,Medium
15,164,4,9,4,7,2,22,0,712,11633,0,1,39.03,Medium
13,380,2,6,4,2,4,443,0,7117,7483,0,1,44.94,Medium
17,179,1,11,11,6,1,22,1,2222,5559,1,-1,56.06,Medium
19,45,2,4,3,2,3,22,0,6136,2129,0,1,42.05,Medium
20,229,4,9,7,12,5,22,0,3645,6223,1,1,45.47,Medium
23,82,2,5,7,1,3,22,0,873,15315,0,1,42.97,Medium
18,132,4,6,8,10,2,80,0,204,30325,1,1,46.11,Medium
12,169,3,12,6,2,2,22,0,3359,2760,0,1,41.34,Medium
17,120,3,7,4,7,0,22,0,5148,7382,0,1,40.27,Medium
20,53,7,10,3,5,0,80,0,637,3989,0,1,47.55,Medium
11,149,4,4,2,4,3,22,1,10655,19880,1,-1,55.31,Medium
20,161,4,1,5,4,4,22,0,378,20007,0,1,43.53,Medium
14,236,2,8,7,4,2,22,0,3652,49907,0,1,42,Medium
17,235,3,7,3,4,1,22,0,1950,2452,0,1,37.97,Medium
19,104,1,3,3,6,6,22,0,1692,18163,0,1,47.38,Medium
13,475,0,8,4,1,1,443,0,6672,1960,0,1,49.3,Medium
18,53,2,8,5,2,1,22,0,5849,3174,0,1,38.89,Medium
23,88,2,14,2,5,1,8080,0,2265,32793,0,-1,57.66,Medium
15,128,1,9,5,3,1,22,0,3408,19025,0,1,39.38,Medium
16,337,5,7,5,4,3,443,0,2159,19942,0,1,42.97,Medium
13,49,1,4,9,3,1,8080,0,520,70491,0,-1,58.46,Medium
11,299,1,8,2,8,4,80,0,7957,93749,0,-1,54.46,Medium
22,118,2,6,3,3,3,22,0,885,14863,0,1,39.84,Medium
21,141,8,8,7,5,3,22,0,1398,14420,0,1,46.05,Medium
17,386,5,3,5,2,3,22,0,3576,62630,0,1,46.23,Medium
29,127,5,9,6,6,2,8080,0,157,133441,0,-1,62.32,High
31,195,1,6,4,5,2,8080,0,4968,67694,0,-1,60.44,High
19,39,2,5,7,6,2,22,0,10296,2458,0,1,42.36,Medium
23,281,1,10,5,6,1,22,0,1931,7046,0,1,40.51,Medium
20,264,1,14,6,6,3,443,0,2227,4636,0,1,46.56,Medium
13,295,1,5,6,3,1,22,0,1503,1829,0,1,40.97,Medium
15,324,2,5,2,4,4,22,0,2618,3872,1,1,42.28,Medium
23,390,4,9,6,6,1,443,0,3088,4126,0,1,43.54,Medium
21,143,3,7,7,3,7,22,0,3727,2711,0,1,46.16,Medium
10,209,2,10,7,3,2,22,0,3371,12701,0,1,41.72,Medium
20,290,3,8,5,5,2,22,0,3698,2959,0,1,38.18,Medium
17,40,2,6,2,3,1,22,0,891,5991,0,1,40.6,Medium
18,42,6,9,9,7,5,443,0,8609,9910,0,-1,51.88,Medium
20,171,2,12,7,4,2,22,0,969,16777,0,1,40.28,Medium
18,37,3,7,3,3,1,22,0,1941,4212,0,1,39.05,Medium
16,117,0,7,6,3,3,22,0,9946,17431,1,1,44.13,Medium
16,37,1,12,9,2,2,80,0,9412,1083,0,1,47.38,Medium
16,220,4,5,3,1,1,22,0,1097,59409,0,1,43.4,Medium
14,252,3,11,4,2,1,22,0,2984,17144,0,1,39.98,Medium
15,275,2,6,14,3,5,22,0,4178,24954,0,1,49.4,Medium
18,363,1,8,4,3,1,443,0,2952,48337,0,1,43.59,Medium
18,240,3,7,5,2,1,22,0,15751,4003,0,1,39.45,Medium
15,184,0,8,5,1,1,22,0,931,3616,0,1,43.27,Medium
19,346,7,9,5,8,2,80,0,1821,20333,0,1,45.64,Medium
23,135,4,6,5,4,1,22,0,4435,7550,0,1,38.41,Medium
16,179,2,4,7,4,3,443,0,5984,1337,0,1,43.89,Medium
20,326,6,5,6,7,4,22,0,1096,36030,1,1,46.92,Medium
18,262,4,12,9,4,3,8080,0,7082,2785,1,-1,55.94,Medium
21,348,2,10,6,3,2,443,0,1698,11624,0,1,42.3,Medium
25,108,3,6,4,1,0,22,0,3909,6263,0,1,43.78,Medium
16,239,2,10,8,5,3,22,0,571,3314,0,1,40.48,Medium
16,353,4,6,2,4,1,443,0,912,8491,0,1,43.38,Medium
13,195,4,8,2,2,0,22,0,896,1412,0,1,42.63,Medium
21,295,1,7,4,3,1,22,0,1835,16033,0,1,40.23,Medium
21,62,6,6,7,4,4,22,0,596,983,0,1,44.17,Medium
16,161,2,9,5,8,0,22,0,7300,4425,0,1,42.46,Medium
18,203,4,7,7,3,0,443,0,1483,11071,0,1,42.88,Medium
26,436,2,6,6,2,1,80,0,17467,31479,0,1,47.84,Medium
22,107,3,10,2,5,1,80,0,1326,8747,0,1,40.74,Medium
19,201,7,7,4,4,1,80,0,2254,7245,1,1,42.27,Medium
14,136,4,5,4,8,3,22,0,3792,25791,1,1,42.3,Medium
26,183,2,9,5,5,0,443,0,5847,5182,0,1,45.38,Medium
19,413,4,8,2,7,0,8080,0,6295,13283,0,-1,56.47,Medium
22,92,5,7,5,3,2,22,1,11107,968,1,-1,52.43,Medium
15,212,2,6,2,2,1,443,0,6580,60648,0,1,44.76,Medium
20,76,3,7,3,2,0,80,0,10901,10432,0,1,42.35,Medium
20,141,1,6,3,8,3,443,0,2755,2350,1,1,45.3,Medium
16,101,2,13,7,4,3,22,0,1224,1875,0,1,43.26,Medium
19,371,1,13,4,5,4,22,0,1016,3000,0,1,45.04,Medium
17,282,6,8,4,3,6,80,0,420,9563,1,1,48.24,Medium
13,174,4,4,2,2,0,8080,0,6572,29706,0,-1,56.32,Medium
16,400,3,12,4,4,2,22,0,2851,12994,0,1,40.97,Medium
11,249,2,2,7,4,2,80,0,7065,4856,0,1,46.31,Medium
14,534,2,7,4,6,2,22,0,1019,4811,0,1,42.2,Medium
16,91,2,15,4,5,6,22,0,5055,1302,0,-1,50.09,Medium
16,382,1,4,6,5,2,22,0,3570,24985,0,1,42.64,Medium
23,67,4,14,8,7,6,443,0,16438,2890,1,-1,56.07,Medium
18,195,5,9,11,5,3,22,0,6394,1781,0,1,44.79,Medium
19,127,2,7,4,4,1,80,0,4047,1787,0,1,38.35,Medium
24,142,5,6,7,0,1,80,0,3895,117075,0,1,49.75,Medium
17,104,2,9,2,6,3,22,0,2451,3590,0,1,40.38,Medium
17,278,1,11,5,2,5,80,0,1678,2718,0,1,44.84,Medium
17,133,1,13,9,3,3,22,0,2425,6799,1,1,45.3,Medium
23,312,6,9,4,2,1,443,0,13817,11909,0,1,46.11,Medium
15,253,5,8,6,2,3,22,0,3129,6565,0,1,39.9,Medium
14,380,1,6,4,3,4,22,0,631,9277,0,1,43.14,Medium
17,465,1,9,1,2,0,22,0,6875,6537,0,1,47.66,Medium
16,106,0,3,7,4,2,22,0,6015,6155,0,1,45.7,Medium
18,190,3,7,5,1,3,443,0,3359,32794,0,1,43.6,Medium
17,195,2,11,3,2,1,22,0,19073,10214,0,1,43.49,Medium
17,297,3,11,7,5,3,443,0,1661,52164,0,1,46.07,Medium
23,107,2,7,6,4,3,22,0,1152,3190,0,1,39.18,Medium
17,72,2,6,1,4,1,22,0,2011,23033,0,1,41.35,Medium
12,304,3,14,6,3,3,22,0,4143,495,0,1,44.53,Medium
16,146,2,3,5,2,2,443,0,13296,38186,0,1,45.84,Medium
10,186,2,6,9,4,1,22,0,2712,3935,0,1,42.45,Medium
21,337,3,6,2,7,2,22,1,12164,35106,1,-1,55,Medium
14,775,2,8,9,8,2,22,0,2475,6231,0,1,48.88,Medium
13,134,3,9,3,3,1,22,0,275,20221,1,1,40.13,Medium
20,246,1,12,5,5,5,443,0,10431,13782,0,1,48.14,Medium
21,463,5,7,11,8,2,22,0,541,7856,1,1,48.3,Medium
20,161,3,6,4,6,1,22,0,7006,39017,1,1,41.34,Medium
21,382,4,11,8,6,0,22,0,331,23641,0,1,45.73,Medium
13,260,4,6,3,5,1,22,0,497,3257,0,1,40.05,Medium
17,34,0,8,3,3,1,80,0,682,1498,0,1,43.95,Medium
8,43,1,10,4,5,0,22,0,4785,4057,0,1,47.09,Medium
13,235,3,9,7,2,0,443,0,3616,1346,0,1,43.97,Medium
18,337,2,1,6,5,2,443,0,4360,37653,0,1,45.03,Medium
22,201,3,4,4,3,2,22,0,4836,3049,0,1,38.88,Medium
16,108,1,10,4,4,4,443,0,4672,13643,0,1,44.12,Medium
21,333,0,10,7,4,4,443,0,2429,1062,0,1,48.85,Medium
18,214,6,4,4,6,2,22,0,4093,2264,1,1,41.67,Medium
15,22,2,5,4,4,3,80,0,10250,2147,0,1,43.23,Medium
18,666,3,6,3,2,4,22,0,12877,1203,0,1,45.78,Medium
17,120,6,8,4,4,1,22,0,3446,1614,0,1,40.79,Medium
13,124,8,11,4,3,5,22,0,912,779,0,-1,50.03,Medium
24,26,7,8,3,6,0,80,1,5855,3101,1,-1,58.71,Medium
20,189,0,8,1,6,3,22,0,8705,996,0,1,47.48,Medium
22,540,3,13,4,5,2,443,0,7283,25518,0,1,47.2,Medium
14,85,6,8,3,3,1,22,0,9871,2669,0,1,42.51,Medium
15,225,2,12,5,3,2,22,0,61203,5425,0,-1,51.77,Medium
14,113,2,9,4,6,2,22,0,4066,2778,0,1,39.53,Medium
16,598,5,6,5,5,3,22,0,4190,4334,1,1,43.7,Medium
16,446,4,7,4,5,3,22,0,3564,47863,0,1,42.26,Medium
15,402,1,8,8,1,4,8080,0,10820,8795,0,-1,57.93,Medium
10,87,5,7,7,6,2,22,0,185,8162,0,1,43.66,Medium
11,231,2,9,8,3,0,8080,0,501,1604,0,-1,54.91,Medium
18,215,1,1,4,6,0,22,0,13191,4728,0,1,45.95,Medium
13,162,5,8,1,3,4,8080,0,4301,4979,1,-1,56.23,Medium
14,116,2,4,5,1,2,443,0,2807,1764,0,1,43.9,Medium
27,109,4,8,2,6,2,22,0,4608,51304,0,1,46.07,Medium
19,332,4,13,3,4,1,22,0,2988,18766,0,1,41.95,Medium
17,139,5,10,3,6,2,22,0,7552,1423,0,1,40.95,Medium
17,384,3,9,5,6,2,22,0,2511,30982,0,1,40.59,Medium
15,295,1,10,8,4,2,22,0,5133,5259,0,1,41.29,Medium
24,277,4,9,7,8,3,22,0,6236,11911,0,1,41.86,Medium
10,290,2,9,5,3,4,80,0,999,13735,1,1,43.5,Medium
19,171,4,10,7,8,1,22,1,2318,10978,1,-1,54,Medium
24,240,2,11,2,3,3,22,1,6200,3491,1,-1,54.79,Medium
18,112,2,6,6,1,1,22,0,1786,8555,0,1,39.77,Medium
21,482,3,6,4,2,2,22,0,2158,1853,0,1,40.34,Medium
23,760,1,5,7,4,1,8080,0,975,124758,0,-1,64.24,High
12,329,4,8,4,2,1,22,0,43392,4665,0,-1,51.52,Medium
16,146,3,9,2,7,1,22,0,900,86915,0,1,46.39,Medium
19,227,6,6,7,5,1,80,0,8709,5955,0,1,41.61,Medium
24,376,3,9,4,5,3,80,0,722,15456,0,1,41.31,Medium
12,79,3,6,6,2,2,443,0,1912,28047,0,1,43.33,Medium
16,476,3,4,4,5,3,22,0,193,24316,0,1,42.91,Medium
17,223,1,13,4,2,3,8080,0,7088,7433,1,-1,55.47,Medium
18,112,1,12,6,5,2,80,0,661,27983,0,1,43.39,Medium
18,162,4,10,5,4,5,22,0,33335,719,0,1,48.86,Medium
17,372,3,10,1,4,3,443,0,1057,1647,0,1,45.81,Medium
19,373,4,5,5,3,3,443,0,13486,112054,0,1,49.53,Medium
14,222,2,9,4,6,3,22,0,11350,1517,0,1,41.2,Medium
24,242,2,10,4,9,4,22,0,1328,14274,0,1,44.81,Medium
17,186,4,7,1,5,2,8080,0,736,12267,0,-1,52.46,Medium
12,165,3,8,7,2,2,22,0,19156,1768,1,1,43.82,Medium
16,446,4,9,6,3,3,443,0,3444,16331,0,1,43.83,Medium
8,57,2,9,6,2,2,22,0,2892,20911,0,1,43.1,Medium
19,109,2,6,1,5,2,22,0,1240,2119,1,1,40.71,Medium
16,450,3,5,6,5,1,22,0,14086,18008,0,1,41.61,Medium
28,141,3,10,3,5,4,80,0,14957,70616,0,-1,50.33,Medium
15,263,0,5,9,6,1,22,0,3124,21838,0,1,45.77,Medium
22,129,3,6,4,3,6,22,0,1469,52154,0,1,47.13,Medium
17,107,4,6,5,4,0,22,0,1438,2065,0,1,39.73,Medium
14,248,5,4,2,3,2,22,0,3320,12133,0,1,41.21,Medium
19,221,4,9,6,3,0,22,0,8276,1431,0,1,41.18,Medium
19,427,2,5,7,2,1,22,0,3813,38838,0,1,42.98,Medium
18,118,1,8,4,8,2,80,0,3595,13479,0,1,42.38,Medium
15,280,2,7,7,4,2,22,0,4661,5349,0,1,39.16,Medium
29,270,2,9,3,5,0,22,0,13262,7085,0,1,46.36,Medium
15,102,5,10,2,1,3,22,0,5298,10132,0,1,44.28,Medium
25,356,5,10,3,5,1,22,0,2844,28016,1,1,43.95,Medium
12,211,2,8,5,6,1,22,0,2660,16237,0,1,40,Medium
22,342,3,6,2,3,3,22,0,1745,11539,0,1,41.41,Medium
16,264,1,11,4,2,1,22,0,1503,11320,1,1,40.89,Medium
13,91,4,9,12,3,0,8080,0,619,32685,0,-1,59.71,Medium
16,121,2,7,3,3,1,80,0,13480,21842,0,1,40.82,Medium
22,184,4,10,7,3,3,22,0,875,2279,0,1,40.31,Medium
31,207,3,4,2,5,2,22,0,5457,4263,0,1,46.07,Medium
21,155,8,5,8,2,1,22,0,4147,10439,0,1,46.8,Medium
17,304,4,7,5,1,1,80,0,2694,7545,0,1,39.91,Medium
21,191,2,7,3,8,1,22,0,1213,22116,0,1,41.73,Medium
10,105,2,6,6,4,3,22,0,19248,2684,0,1,44.85,Medium
18,356,3,3,9,6,0,443,0,4390,1162,0,1,47.68,Medium
16,405,1,11,2,3,2,80,0,11357,14500,1,1,45.42,Medium
13,383,6,5,4,4,3,22,0,513,18432,0,1,43.89,Medium
19,246,1,7,2,4,4,80,0,11751,72720,1,1,47.38,Medium
21,386,1,7,2,3,4,22,0,4685,20197,1,1,44.11,Medium
18,295,1,7,3,3,2,443,0,16273,7745,0,1,44.72,Medium
14,231,1,6,6,5,2,22,0,2552,13053,0,1,40.48,Medium
19,83,5,10,6,4,0,80,0,4273,390,0,1,42.59,Medium
20,62,4,9,1,7,4,22,0,2969,15369,0,1,44.47,Medium
18,200,1,9,5,6,0,22,0,1706,5941,0,1,41.06,Medium
19,187,3,12,8,6,1,80,0,602,6320,0,1,41.68,Medium
24,258,3,10,2,5,3,443,0,8569,2052,0,1,45.08,Medium
25,406,5,9,5,9,0,443,0,2243,22277,0,-1,50.11,Medium
20,182,5,6,4,4,2,22,0,13199,8596,0,1,39.34,Medium
15,60,4,5,6,7,2,22,0,4753,1661,0,1,40.59,Medium
13,395,1,12,5,9,3,22,0,4272,6327,0,1,47.5,Medium
15,283,5,10,5,3,4,22,0,4898,12499,0,1,41.21,Medium
17,194,1,7,3,8,1,80,0,887,968,0,1,43.29,Medium
23,213,2,2,6,5,3,8080,0,6371,32016,0,-1,56.07,Medium
15,257,2,7,4,6,2,22,0,7762,3030,0,1,39.01,Medium
23,135,5,10,2,4,2,22,0,9971,3754,0,1,42.11,Medium
19,248,6,6,3,6,1,22,0,2743,5864,0,1,41.67,Medium
12,181,4,8,1,3,4,22,0,17517,40032,0,1,48.46,Medium
20,127,2,10,4,6,1,22,0,4920,8157,0,1,39,Medium
20,109,1,14,3,0,2,443,0,2502,13422,0,1,48.98,Medium
14,345,3,6,5,3,4,80,0,6342,18850,0,1,42.33,Medium
21,51,4,8,7,2,2,22,1,10223,11902,1,-1,53.08,Medium
6,325,3,10,8,5,3,22,0,6202,18629,0,1,46.09,Medium
16,336,2,6,6,3,5,22,0,1076,203546,0,-1,52.81,Medium
14,308,1,5,8,5,3,22,0,3629,39686,0,1,45.95,Medium
16,70,3,6,6,3,2,22,0,3586,17250,0,1,38.82,Medium
21,105,5,9,3,4,2,22,0,3494,5546,0,1,39.58,Medium
17,148,2,8,7,3,4,22,0,10214,430,0,1,42.66,Medium
23,45,3,6,2,6,1,80,0,545,9331,0,1,42.86,Medium
16,164,2,9,4,4,3,22,0,520,2407,0,1,39.37,Medium
16,176,3,6,1,4,3,22,0,9328,13394,0,1,42.03,Medium
15,234,3,6,2,3,2,80,0,2547,7218,0,1,39.56,Medium
25,335,2,4,9,3,2,80,0,15942,18286,0,1,47.16,Medium
25,229,2,8,4,6,0,8080,0,6913,139976,0,-1,60.32,High
16,46,4,7,8,3,2,443,0,4540,14983,1,1,42.15,Medium
21,233,6,8,3,5,1,80,0,1208,39061,1,1,43.89,Medium
18,267,1,8,5,2,3,22,0,2679,22089,0,1,40.81,Medium
20,539,5,5,6,7,2,8080,0,1831,21529,0,-1,55.5,Medium
7,364,2,6,4,3,3,80,0,2833,13560,0,1,44.49,Medium
13,212,2,5,8,2,0,22,0,1619,407,0,1,42.75,Medium
21,135,6,5,7,3,4,80,0,1430,7787,0,1,43.53,Medium
23,111,3,9,8,5,1,22,0,1116,30848,0,1,41.35,Medium
27,351,6,14,9,1,2,22,0,3558,6767,0,-1,50.99,Medium
17,338,2,4,6,4,2,22,0,7954,25734,0,1,40.44,Medium
17,186,2,9,3,4,2,8080,0,795,27365,0,-1,52.34,Medium
19,187,1,5,6,5,1,80,0,1643,11887,0,1,40.84,Medium
18,268,3,15,5,7,2,22,0,1602,5038,1,1,43.93,Medium
15,494,1,12,4,6,4,22,0,4289,6290,0,1,46.46,Medium
16,136,3,4,4,5,4,22,0,999,4946,0,1,40.53,Medium
23,344,4,10,3,5,2,22,0,2532,784051,1,1,49.77,Medium
17,328,1,8,3,2,1,22,0,3411,1603,0,1,41.06,Medium
14,141,7,10,3,5,1,22,0,1658,32290,0,1,45.12,Medium
19,84,4,7,8,3,2,80,0,2579,13331,0,1,39.76,Medium
14,97,0,5,6,1,1,443,0,3600,6484,0,1,47.27,Medium
14,106,2,3,1,2,1,22,0,5245,37153,0,1,45.1,Medium
14,225,6,9,5,2,1,443,0,3210,11924,0,1,43.18,Medium
13,223,5,7,5,3,1,443,0,10695,6159,0,1,42.12,Medium
25,401,2,7,7,4,2,443,0,15476,22395,0,1,47.52,Medium
16,100,4,7,7,3,3,22,1,603,8907,1,-1,52.15,Medium
22,121,2,12,2,4,4,80,0,14878,24751,1,1,45.97,Medium
17,89,2,10,3,4,2,22,0,13249,18975,0,1,40.1,Medium
22,59,4,7,6,7,1,443,0,2819,7517,1,1,43.42,Medium
19,217,5,8,6,3,2,22,0,1475,8459,0,1,38.35,Medium
20,178,3,3,9,6,1,22,0,3862,93066,0,1,48.17,Medium
20,314,3,11,4,0,1,22,0,2789,52277,0,1,46.03,Medium
26,61,6,7,8,6,1,443,0,1387,2574,1,1,47.72,Medium
19,151,1,10,5,5,2,80,0,1903,47854,0,1,42.1,Medium
16,277,2,13,5,4,2,443,0,2449,10054,0,1,43.6,Medium
23,475,4,7,5,5,2,8080,1,282,3821,1,-1,62.44,High
9,80,7,12,8,4,2,22,0,8682,33910,0,-1,52.4,Medium
