ip_address,command_count,session_duration_seconds,failed_login_attempts,unique_commands,login_attempts,files_accessed,suspicious_command_count,port_number,protocol,canary_triggered,honeypot_type,bytes_sent,bytes_received,actual_label,threat_score
192.168.119.137,20,291,3,5,4,5,3,80,SSH,0,Web-Honeypot,6177,4466,0,29
192.168.216.10,19,240,8,4,5,2,1,443,SSH,1,Web-Honeypot,2374,13537,1,57
192.168.174.82,24,27,0,6,3,5,0,443,SSH,0,Cowrie-SSH,6244,2800,0,33
192.168.160.245,19,99,3,7,6,4,2,22,HTTP,0,Cowrie-SSH,1153,23412,0,28
192.168.220.114,20,225,5,5,7,1,2,22,HTTPS,0,Cowrie-SSH,10400,5040,0,34
192.168.239.39,20,57,4,6,5,4,3,22,SSH,0,Cowrie-SSH,5233,33346,0,40
192.168.44.4,14,105,2,9,5,6,2,22,HTTPS,0,Cowrie-SSH,5400,7338,1,52
192.168.102.226,25,198,5,10,3,2,5,22,HTTP,0,Web-Honeypot,9115,17953,0,49
192.168.201.202,20,196,5,9,6,6,2,22,HTTPS,0,Cowrie-SSH,864,14661,0,49
192.168.171.152,14,105,0,11,3,7,1,80,SSH,0,Fake-Admin-Panel,1227,37915,0,30
192.168.163.233,21,131,4,4,8,4,0,22,HTTP,0,Web-Honeypot,5056,22988,1,53
192.168.60.232,21,115,2,7,6,6,0,443,SSH,0,Cowrie-SSH,6855,7935,0,21
192.168.38.232,15,529,2,11,2,3,5,22,SSH,0,Cowrie-SSH,13808,13372,0,48
192.168.245.209,23,418,4,11,8,4,2,22,SSH,0,Web-Honeypot,1133,4503,0,46
192.168.136.58,13,183,3,10,1,4,1,22,SSH,0,Cowrie-SSH,6776,2645,0,35
192.168.54.89,13,191,2,9,6,4,1,443,HTTP,0,Cowrie-SSH,3020,7838,0,42
192.168.215.92,19,452,5,7,5,1,3,443,SSH,1,Cowrie-SSH,813,56046,1,57
192.168.119.6,12,211,2,8,5,6,1,22,HTTP,0,Cowrie-SSH,2660,16237,0,30
192.168.15.78,23,107,2,8,1,0,1,80,SSH,0,Web-Honeypot,7919,8036,0,27
192.168.254.228,15,224,2,12,3,4,3,22,SSH,0,Cowrie-SSH,3678,11146,0,49
192.168.59.167,16,224,5,7,7,2,1,22,HTTP,0,Cowrie-SSH,5531,146156,0,48
192.168.79.7,16,125,3,6,2,3,2,22,HTTP,0,Cowrie-SSH,127,1654,0,31
192.168.24.187,14,187,3,8,4,3,1,22,HTTP,0,Cowrie-SSH,783,2270,0,37
192.168.169.160,18,66,0,12,2,2,0,22,SSH,0,Web-Honeypot,2315,6381,0,20
192.168.180.67,10,257,5,6,6,3,3,22,SSH,0,Cowrie-SSH,236,25639,0,49
192.168.45.118,20,237,4,5,2,6,3,22,HTTPS,0,Fake-Admin-Panel,3066,2504,1,52
192.168.124.49,16,209,5,8,7,6,3,22,SSH,0,Fake-Admin-Panel,1860,4836,1,65
192.168.101.216,24,227,3,11,3,3,1,80,SSH,0,Cowrie-SSH,2526,6433,1,55
192.168.69.44,23,142,0,8,4,3,3,22,HTTPS,0,Cowrie-SSH,986,36121,0,30
192.168.112.134,18,477,0,7,3,3,2,443,HTTP,0,Cowrie-SSH,5352,3498,0,26
192.168.251.187,14,283,4,12,5,12,4,443,SSH,0,Cowrie-SSH,748,21533,1,50
192.168.11.119,13,123,3,6,7,3,1,22,SSH,0,Cowrie-SSH,2502,13952,0,33
192.168.196.129,24,272,1,7,4,2,0,22,SSH,0,Cowrie-SSH,3228,5304,0,36
192.168.189.91,15,85,1,5,7,11,1,443,SSH,0,Cowrie-SSH,2670,4342,0,39
192.168.104.100,21,75,3,5,3,6,0,80,SSH,0,Cowrie-SSH,1034,3059,0,24
192.168.210.235,23,240,1,3,7,6,2,22,HTTPS,0,Cowrie-SSH,747,38152,0,31
192.168.214.71,20,341,3,5,10,4,3,22,HTTP,0,Cowrie-SSH,2835,3127,0,46
192.168.199.56,20,217,3,7,7,4,1,80,SSH,0,Web-Honeypot,3307,10302,0,27
192.168.158.45,20,236,2,8,3,2,1,443,HTTP,0,Cowrie-SSH,19352,5977,0,35
192.168.207.70,20,520,0,4,10,6,2,80,HTTPS,0,Cowrie-SSH,18510,8344,0,44
192.168.24.191,17,296,3,14,7,6,2,80,SSH,0,Web-Honeypot,1828,23201,1,54
192.168.192.115,19,76,3,7,7,8,2,443,SSH,0,Cowrie-SSH,2364,2316,0,20
192.168.224.129,18,132,2,8,5,5,1,80,HTTP,0,Fake-Admin-Panel,2367,2965,0,43
192.168.202.24,14,233,1,8,11,2,1,443,HTTP,0,Cowrie-SSH,2490,22093,0,46
192.168.160.233,18,117,2,12,7,4,1,22,HTTP,0,Fake-Admin-Panel,475,1766,0,32
192.168.162.208,23,208,4,6,5,3,2,22,SSH,0,Fake-Admin-Panel,2862,1531,0,27
192.168.51.189,25,151,2,7,3,1,4,443,SSH,0,Web-Honeypot,9451,1683,0,42
192.168.172.20,16,40,4,8,6,5,6,22,HTTP,0,Fake-Admin-Panel,1189,62757,0,36
192.168.161.76,17,182,3,8,3,2,4,80,HTTP,0,Fake-Admin-Panel,3766,1449,0,35
192.168.113.199,16,334,3,8,1,5,3,443,SSH,0,Cowrie-SSH,1648,26759,1,63
192.168.184.134,26,446,0,11,3,3,5,80,SSH,0,Fake-Admin-Panel,2412,3564,0,34
192.168.72.103,21,58,6,5,5,2,1,22,SSH,0,Cowrie-SSH,1405,8920,0,32
192.168.255.140,16,172,0,5,4,3,0,443,HTTPS,0,Cowrie-SSH,2568,19742,0,38
192.168.188.78,23,94,4,3,7,4,2,80,HTTP,0,Web-Honeypot,25659,5899,0,49
192.168.7.179,11,157,5,6,3,7,3,443,SSH,0,Cowrie-SSH,17147,6482,0,26
192.168.102.28,23,214,3,10,3,9,3,22,HTTPS,0,Cowrie-SSH,742,3130,0,46
192.168.36.29,20,303,6,9,6,3,2,443,SSH,0,Cowrie-SSH,3524,21519,0,37
192.168.176.155,15,332,4,7,3,4,1,22,HTTPS,0,Fake-Admin-Panel,3920,2117,0,41
192.168.70.162,13,440,1,7,2,4,0,22,SSH,1,Cowrie-SSH,1046,6067,0,45
192.168.27.146,32,179,2,7,5,5,3,22,SSH,0,Cowrie-SSH,5776,43025,0,28
192.168.102.194,13,518,5,8,4,5,3,80,HTTP,0,Web-Honeypot,3565,1873,0,37
192.168.34.6,20,175,5,6,3,2,2,22,SSH,0,Fake-Admin-Panel,1449,36275,0,34
192.168.83.25,18,102,3,12,4,5,2,80,HTTP,0,Fake-Admin-Panel,10984,989,0,40
192.168.107.4,17,360,3,5,8,4,4,22,HTTPS,0,Cowrie-SSH,15317,16372,0,46
192.168.184.29,9,347,2,7,8,9,2,443,SSH,0,Cowrie-SSH,2696,13849,0,34
192.168.205.131,24,154,5,8,4,2,2,22,HTTP,0,Cowrie-SSH,2071,2369,0,45
192.168.186.67,16,153,5,8,5,1,2,22,HTTP,0,Cowrie-SSH,1962,64734,0,21
192.168.159.248,18,171,4,9,6,10,3,22,SSH,0,Cowrie-SSH,3887,8596,1,56
192.168.103.80,14,295,6,10,6,7,2,22,SSH,0,Fake-Admin-Panel,6350,1249,1,61
192.168.48.145,16,290,3,9,8,6,3,80,HTTPS,0,Web-Honeypot,4768,17010,0,42
192.168.171.1,25,63,8,8,8,3,1,80,HTTP,0,Cowrie-SSH,6113,24599,0,44
192.168.135.119,15,70,5,14,6,7,1,22,SSH,0,Cowrie-SSH,1499,31865,1,51
192.168.35.178,15,114,6,4,4,3,1,80,SSH,0,Cowrie-SSH,27167,14690,1,53
192.168.221.114,19,54,3,16,4,4,1,80,HTTP,0,Cowrie-SSH,3366,3355,0,50
192.168.191.218,18,96,3,5,4,3,2,22,SSH,0,Cowrie-SSH,3116,4148,0,40
192.168.121.69,23,158,3,6,7,1,0,22,SSH,0,Web-Honeypot,10801,9153,0,36
192.168.181.167,14,343,5,10,4,2,5,22,HTTP,0,Cowrie-SSH,2918,2892,0,40
192.168.1.105,22,271,3,11,3,4,0,22,HTTP,0,Web-Honeypot,2334,2614,0,38
192.168.81.242,25,233,4,10,7,7,5,22,SSH,0,Fake-Admin-Panel,22478,21623,1,60
192.168.214.57,24,535,1,3,4,6,3,22,HTTP,0,Cowrie-SSH,11856,15313,0,37
192.168.184.86,12,360,4,11,3,5,3,443,SSH,0,Cowrie-SSH,10477,16584,0,38
192.168.19.106,26,592,1,7,1,4,3,443,SSH,0,Cowrie-SSH,759,8689,0,38
192.168.23.230,14,679,4,8,1,6,1,22,SSH,0,Web-Honeypot,4642,16051,0,41
192.168.98.37,21,233,3,6,4,8,0,22,SSH,0,Cowrie-SSH,2218,19925,1,50
192.168.41.204,14,155,3,9,7,3,3,22,HTTP,0,Cowrie-SSH,12421,5468,0,44
192.168.192.80,20,310,2,5,4,4,1,22,HTTP,0,Cowrie-SSH,2634,3311,0,21
192.168.87.254,23,471,1,10,8,6,2,22,HTTP,0,Cowrie-SSH,443,1580,0,18
192.168.199.249,21,177,3,6,5,5,2,22,SSH,0,Cowrie-SSH,841,25938,0,36
192.168.20.196,17,92,1,5,2,4,0,22,SSH,0,Fake-Admin-Panel,1185,321,0,22
192.168.193.79,17,363,4,7,6,5,2,22,SSH,0,Cowrie-SSH,1433,5737,0,40
192.168.54.200,21,44,2,4,5,5,2,443,SSH,0,Cowrie-SSH,4432,16675,0,35
192.168.29.115,22,246,3,4,6,4,2,22,SSH,0,Cowrie-SSH,1858,10121,0,32
192.168.101.93,16,274,4,7,5,6,4,22,SSH,0,Cowrie-SSH,4083,3928,0,43
192.168.195.75,18,382,2,11,1,3,2,443,HTTP,0,Cowrie-SSH,655,16122,0,25
192.168.183.14,16,79,3,3,3,2,5,80,SSH,0,Cowrie-SSH,474,2328,0,19
192.168.160.254,16,195,5,9,6,3,1,22,SSH,0,Cowrie-SSH,5622,2077,0,43
192.168.250.221,17,402,3,6,4,8,2,80,HTTP,1,Web-Honeypot,488,4022,1,66
192.168.161.197,24,349,4,9,5,1,4,80,SSH,0,Cowrie-SSH,1539,8307,0,37
192.168.253.134,20,210,3,9,4,3,2,22,HTTPS,0,Web-Honeypot,4050,3103,1,55
192.168.134.21,13,25,4,6,4,2,2,22,HTTPS,0,Web-Honeypot,447,70938,0,35
192.168.215.9,16,297,4,5,4,4,2,22,SSH,0,Cowrie-SSH,429,1390,0,28
192.168.32.30,20,239,5,5,3,2,1,22,HTTP,0,Cowrie-SSH,1511,5300,0,23
192.168.67.98,21,144,1,4,1,2,1,80,SSH,0,Web-Honeypot,4154,12932,0,31
192.168.81.173,24,96,1,10,11,4,3,22,SSH,0,Web-Honeypot,1990,27469,0,49
192.168.68.161,20,98,3,5,5,8,0,22,SSH,0,Fake-Admin-Panel,5173,7255,0,45
192.168.195.228,21,346,2,7,10,2,4,22,HTTP,0,Fake-Admin-Panel,4325,8043,0,46
192.168.157.228,17,254,0,9,5,4,2,80,SSH,0,Web-Honeypot,6078,2928,0,31
192.168.230.220,22,87,4,12,6,6,1,80,HTTP,0,Web-Honeypot,1351,4218,0,41
192.168.225.169,16,301,2,6,5,4,2,22,SSH,0,Web-Honeypot,916,15966,0,33
192.168.233.63,16,277,2,13,5,4,2,443,HTTP,0,Cowrie-SSH,2449,10054,0,30
192.168.73.186,20,115,1,5,6,8,3,22,SSH,0,Cowrie-SSH,5031,22704,0,43
192.168.83.207,18,81,5,7,2,5,3,22,SSH,0,Cowrie-SSH,8166,36691,0,36
192.168.20.158,16,146,2,10,5,5,3,22,HTTP,0,Cowrie-SSH,7362,8657,0,36
192.168.137.101,24,194,1,12,14,3,2,22,HTTP,0,Web-Honeypot,1097,15499,0,41
192.168.62.116,26,44,10,10,7,5,4,443,SSH,0,Cowrie-SSH,8423,45101,1,63
192.168.3.75,15,132,3,3,2,2,2,22,SSH,0,Cowrie-SSH,1092,929,0,35
192.168.202.252,20,127,4,10,3,4,3,22,HTTP,0,Cowrie-SSH,5095,1673,1,54
192.168.161.154,9,298,5,9,6,4,1,443,SSH,0,Cowrie-SSH,3792,17900,1,55
192.168.65.79,24,325,5,9,7,4,1,22,SSH,0,Cowrie-SSH,4736,17857,0,46
192.168.167.55,25,316,4,8,8,3,2,443,SSH,0,Web-Honeypot,2944,1915,0,27
192.168.244.236,20,404,6,2,4,4,3,22,HTTP,0,Web-Honeypot,12107,4501,0,27
192.168.180.174,18,71,5,10,3,4,2,8080,SSH,0,Cowrie-SSH,1106,10980,0,49
192.168.47.228,20,427,3,7,1,8,0,80,HTTP,0,Cowrie-SSH,7218,11431,0,45
192.168.9.47,18,173,5,13,5,3,3,80,HTTP,0,Web-Honeypot,2343,1818,0,42
192.168.203.241,15,259,2,9,1,3,1,22,SSH,0,Cowrie-SSH,1269,7438,0,32
192.168.0.63,16,223,1,8,3,4,4,22,SSH,0,Web-Honeypot,3786,5267,0,33
192.168.121.103,21,493,5,7,4,6,1,80,HTTPS,0,Cowrie-SSH,1528,2387,1,58
192.168.235.224,16,157,6,5,11,2,2,22,SSH,0,Cowrie-SSH,918,6633,0,48
192.168.192.47,24,114,2,7,2,5,1,8080,HTTPS,0,Web-Honeypot,4831,13104,0,34
192.168.19.124,22,228,1,12,3,7,3,22,HTTP,0,Web-Honeypot,8045,4282,1,53
192.168.24.147,13,161,1,10,6,2,2,80,HTTP,0,Cowrie-SSH,4250,4738,0,35
192.168.65.170,22,540,5,3,5,8,1,80,HTTPS,0,Web-Honeypot,2851,11829,0,49
192.168.173.22,18,681,3,6,4,7,1,22,HTTP,0,Cowrie-SSH,910,24211,0,24
192.168.119.167,18,106,2,10,5,2,2,80,HTTPS,0,Web-Honeypot,7642,2809,0,34
192.168.25.139,22,63,1,11,5,3,3,80,HTTP,0,Cowrie-SSH,7690,8331,0,49
192.168.45.196,23,452,6,9,4,6,1,22,SSH,0,Cowrie-SSH,865,14096,0,42
192.168.47.89,23,87,3,8,1,2,2,22,SSH,0,Cowrie-SSH,2953,20477,0,23
192.168.220.89,19,275,4,8,5,3,0,443,HTTP,0,Cowrie-SSH,2205,2436,1,50
192.168.188.13,19,37,2,6,8,1,3,22,SSH,0,Cowrie-SSH,14067,33005,0,26
192.168.220.14,23,482,1,8,4,5,2,22,SSH,0,Cowrie-SSH,7915,4586,0,30
192.168.165.130,19,549,2,13,5,3,1,22,HTTPS,0,Cowrie-SSH,4116,3154,0,49
192.168.148.94,19,43,5,10,4,2,2,22,HTTPS,0,Cowrie-SSH,1141,3757,1,52
192.168.5.147,17,283,2,5,6,6,0,22,SSH,1,Cowrie-SSH,2006,1181,1,57
192.168.42.27,19,43,4,7,6,2,2,443,HTTPS,0,Cowrie-SSH,12825,23155,0,41
192.168.49.112,16,85,3,8,5,4,2,80,SSH,0,Web-Honeypot,9815,26043,0,32
192.168.176.124,14,146,7,14,9,4,2,443,HTTP,0,Web-Honeypot,19568,66167,0,44
192.168.199.207,16,129,2,9,9,2,0,80,SSH,1,Cowrie-SSH,29316,3666,1,55
192.168.88.127,25,87,2,6,5,3,3,80,SSH,0,Cowrie-SSH,2142,13146,0,43
192.168.243.29,21,433,4,10,4,2,1,22,SSH,0,Cowrie-SSH,410,9965,0,36
192.168.202.157,18,177,2,6,5,0,3,22,HTTPS,0,Fake-Admin-Panel,4673,14970,0,24
192.168.136.145,15,143,3,7,8,5,1,22,SSH,0,Cowrie-SSH,1261,18691,0,38
192.168.62.96,15,304,2,4,3,6,1,80,HTTPS,0,Web-Honeypot,3797,21899,0,23
192.168.166.128,17,222,1,7,3,4,3,443,SSH,0,Cowrie-SSH,12450,28353,0,31
192.168.52.48,21,81,3,7,7,3,2,8080,HTTPS,0,Web-Honeypot,5744,41603,0,27
192.168.193.109,20,629,3,12,5,5,2,80,SSH,0,Web-Honeypot,1049,14043,0,32
192.168.146.38,24,34,5,9,7,5,1,22,SSH,0,Fake-Admin-Panel,6860,2616,0,39
192.168.28.18,17,46,4,3,6,3,1,443,SSH,0,Web-Honeypot,26248,16627,0,33
192.168.24.16,16,538,2,5,4,5,2,443,HTTPS,0,Cowrie-SSH,959,232,0,39
192.168.115.75,21,317,2,10,5,2,2,8080,HTTPS,0,Web-Honeypot,3640,35928,0,38
192.168.248.191,17,96,2,6,10,3,2,22,SSH,0,Cowrie-SSH,1723,1591,0,35
192.168.250.187,15,300,0,3,5,4,3,22,SSH,0,Web-Honeypot,5578,9897,0,42
192.168.132.121,14,296,6,12,11,3,2,22,SSH,0,Web-Honeypot,2380,2130,1,59
192.168.170.39,23,447,5,6,4,1,2,22,SSH,0,Web-Honeypot,2214,8352,0,39
192.168.181.105,12,103,1,10,5,5,1,8080,SSH,0,Cowrie-SSH,680,4605,0,43
192.168.197.229,31,195,1,6,4,5,2,8080,SSH,0,Cowrie-SSH,4968,67694,0,33
192.168.192.113,20,161,3,9,3,5,2,443,SSH,0,Web-Honeypot,5679,7369,0,22
192.168.48.42,24,285,4,13,6,1,1,22,SSH,0,Fake-Admin-Panel,2922,4668,0,42
192.168.133.180,25,286,2,6,5,2,3,80,SSH,0,Cowrie-SSH,285,7678,0,32
192.168.148.115,20,83,4,4,5,5,1,80,SSH,0,Cowrie-SSH,616,3884,0,29
192.168.32.244,14,324,10,7,1,7,2,22,SSH,0,Fake-Admin-Panel,2348,55498,0,33
192.168.182.206,22,274,5,7,5,1,4,22,HTTPS,0,Fake-Admin-Panel,11841,10375,0,37
192.168.136.73,25,272,2,5,7,4,3,80,HTTP,0,Web-Honeypot,2025,10085,0,37
192.168.234.39,17,324,1,13,3,4,2,22,SSH,0,Web-Honeypot,8850,11269,0,44
192.168.65.5,16,28,2,10,8,3,1,22,HTTPS,0,Fake-Admin-Panel,3769,4030,0,40
192.168.246.138,18,247,1,8,4,2,3,22,SSH,0,Web-Honeypot,409,21130,0,40
192.168.112.15,21,643,5,5,4,2,3,80,SSH,0,Cowrie-SSH,921,2736,0,38
192.168.92.151,20,248,4,6,4,6,1,80,HTTP,0,Fake-Admin-Panel,375,1426,1,54
192.168.150.32,14,104,3,10,8,1,1,22,HTTP,0,Web-Honeypot,11406,4095,0,30
192.168.253.191,15,345,3,7,6,3,2,80,SSH,0,Cowrie-SSH,2835,2667,0,30
192.168.131.80,15,121,4,10,2,7,2,443,SSH,0,Web-Honeypot,5645,20647,0,46
192.168.124.57,16,148,6,10,4,3,3,8080,SSH,0,Cowrie-SSH,1894,29375,0,34
192.168.171.232,19,87,7,7,3,0,1,80,HTTP,0,Fake-Admin-Panel,1704,64297,0,42
192.168.148.172,18,167,4,11,8,3,4,22,HTTPS,0,Cowrie-SSH,1710,10308,1,54
192.168.143.8,21,321,5,10,4,0,2,443,HTTP,0,Cowrie-SSH,9841,9124,0,46
192.168.1.178,17,157,4,5,1,4,4,22,HTTP,0,Cowrie-SSH,2046,10000,0,39
192.168.69.1,22,77,6,12,4,0,0,22,HTTP,0,Cowrie-SSH,10271,7231,0,42
192.168.47.10,13,357,4,8,3,5,0,80,SSH,0,Web-Honeypot,20403,4096,0,33
192.168.97.7,20,244,4,8,7,6,2,22,SSH,0,Cowrie-SSH,547,5439,0,46
192.168.147.21,15,112,4,5,1,4,2,22,HTTP,0,Cowrie-SSH,7531,4531,0,35
192.168.251.251,22,207,1,6,1,1,4,80,SSH,0,Fake-Admin-Panel,2332,12702,0,25
192.168.105.222,15,312,8,7,8,4,5,8080,HTTP,0,Cowrie-SSH,1127,19667,1,54
192.168.91.181,23,656,2,10,5,4,2,22,SSH,0,Cowrie-SSH,2757,6445,0,35
192.168.54.227,21,99,3,7,6,2,4,22,SSH,0,Cowrie-SSH,10485,59991,1,55
192.168.192.172,15,259,3,11,4,1,2,22,SSH,0,Fake-Admin-Panel,3824,25261,0,38
192.168.153.91,23,81,4,4,7,6,0,80,SSH,0,Cowrie-SSH,590,62698,0,40
192.168.245.89,17,88,0,8,4,2,2,8080,SSH,0,Web-Honeypot,3049,11698,0,35
192.168.38.28,14,96,4,12,3,3,1,443,HTTPS,0,Fake-Admin-Panel,2720,28571,0,38
192.168.177.151,22,145,1,8,10,2,2,22,HTTP,0,Web-Honeypot,3597,4677,0,34
192.168.45.119,20,94,2,15,4,4,2,22,HTTPS,0,Cowrie-SSH,183,3657,0,28
192.168.77.20,24,86,4,3,5,6,1,22,HTTPS,0,Cowrie-SSH,14792,27668,0,31
192.168.65.163,20,301,3,9,5,3,4,22,SSH,0,Cowrie-SSH,9404,2601,1,51
192.168.80.164,20,114,2,11,7,2,0,22,SSH,0,Fake-Admin-Panel,1134,3204,0,32
192.168.50.176,15,177,3,7,3,7,1,8080,HTTP,0,Cowrie-SSH,20921,2703,0,46
192.168.179.207,15,317,5,5,5,4,4,8080,SSH,0,Web-Honeypot,4701,16062,0,49
192.168.95.133,11,142,5,6,3,5,1,80,SSH,1,Fake-Admin-Panel,1210,333,1,60
192.168.166.63,18,103,3,9,7,3,1,8080,SSH,0,Cowrie-SSH,493,4011,0,34
192.168.195.13,20,130,5,10,4,8,2,22,HTTPS,1,Web-Honeypot,13539,4526,1,73
192.168.129.232,21,109,3,3,3,5,3,80,HTTPS,0,Cowrie-SSH,1243,11453,0,35
192.168.97.215,21,73,2,9,4,5,2,22,HTTPS,0,Web-Honeypot,6102,10193,1,51
192.168.41.233,28,440,5,10,2,4,3,22,SSH,0,Cowrie-SSH,1690,29930,0,46
192.168.141.176,15,413,4,10,2,4,1,22,HTTP,0,Fake-Admin-Panel,1860,27011,0,40
192.168.200.229,14,111,4,3,4,6,1,443,SSH,0,Cowrie-SSH,4745,20942,0,44
192.168.122.178,29,315,3,3,4,6,2,22,SSH,0,Cowrie-SSH,2270,18202,0,39
192.168.219.106,16,91,2,15,4,5,6,22,SSH,0,Cowrie-SSH,5055,1302,0,31
192.168.61.251,15,243,2,9,3,1,2,22,HTTPS,0,Cowrie-SSH,2038,9971,0,31
192.168.126.229,18,211,0,10,6,5,0,443,HTTPS,0,Fake-Admin-Panel,592,8577,0,28
192.168.14.217,18,178,0,6,1,2,2,22,SSH,0,Cowrie-SSH,11115,964,0,29
192.168.156.223,18,82,3,7,6,7,0,22,SSH,0,Cowrie-SSH,241,29205,0,9
192.168.18.231,14,215,2,8,6,2,0,22,HTTP,0,Web-Honeypot,2566,15651,0,28
192.168.173.29,17,218,4,5,7,4,2,80,SSH,0,Cowrie-SSH,5737,11841,0,37
192.168.140.5,17,160,2,8,6,8,1,22,SSH,0,Cowrie-SSH,1295,1488,0,38
192.168.225.92,19,117,2,7,6,4,4,443,SSH,0,Cowrie-SSH,4224,55089,0,25
192.168.187.57,25,146,2,11,8,3,4,22,SSH,0,Cowrie-SSH,10020,9221,0,47
192.168.216.144,17,175,2,12,4,5,0,22,HTTP,0,Cowrie-SSH,1103,105485,1,53
192.168.180.100,15,52,1,7,7,3,1,22,SSH,0,Cowrie-SSH,2587,1675,0,31
192.168.132.142,17,63,8,16,10,2,1,443,HTTPS,0,Cowrie-SSH,2008,6417,1,53
192.168.151.172,25,138,3,6,4,5,5,80,SSH,0,Cowrie-SSH,314,1970,0,38
192.168.75.88,14,306,4,11,8,1,1,22,SSH,0,Cowrie-SSH,1326,4800,0,50
192.168.76.16,16,192,0,16,4,8,1,22,SSH,0,Cowrie-SSH,1104,10416,0,46
192.168.155.149,16,27,2,6,6,7,2,8080,SSH,0,Web-Honeypot,4444,2390,0,23
192.168.11.141,14,148,3,12,5,2,2,443,SSH,0,Cowrie-SSH,1075,25050,0,23
192.168.250.133,21,344,2,11,7,2,0,22,SSH,0,Cowrie-SSH,1300,11147,0,41
192.168.27.197,19,264,4,12,3,3,6,22,HTTP,0,Cowrie-SSH,1383,7049,0,38
192.168.16.191,22,427,3,6,7,7,3,22,SSH,0,Web-Honeypot,3220,21952,0,45
192.168.72.26,19,193,3,7,4,3,4,80,SSH,0,Fake-Admin-Panel,8242,4156,0,32
192.168.147.19,19,229,3,6,8,7,1,22,HTTP,0,Fake-Admin-Panel,784,10237,0,43
192.168.172.136,20,130,1,10,5,2,1,22,HTTP,0,Web-Honeypot,6744,73457,0,38
192.168.4.172,19,427,0,12,5,6,2,22,SSH,0,Web-Honeypot,6558,20170,0,31
192.168.248.1,15,391,2,8,3,1,2,80,HTTPS,0,Cowrie-SSH,1292,4075,0,25
192.168.226.38,20,609,3,12,6,6,4,443,SSH,0,Cowrie-SSH,1414,3351,0,48
192.168.250.144,29,176,2,8,3,5,6,22,SSH,0,Fake-Admin-Panel,1139,2552,0,41
192.168.89.186,14,51,4,9,3,1,2,22,SSH,0,Cowrie-SSH,7565,36067,0,49
192.168.147.118,14,157,2,7,4,4,2,22,SSH,0,Fake-Admin-Panel,1694,4198,1,64
192.168.234.18,19,339,3,5,5,4,2,80,SSH,0,Web-Honeypot,2464,35495,0,43
192.168.218.210,19,223,2,8,12,2,0,22,SSH,0,Fake-Admin-Panel,3190,2911,0,34
192.168.149.224,14,99,4,7,2,2,1,22,HTTP,0,Cowrie-SSH,599,1407,0,48
192.168.58.223,13,173,2,8,3,5,2,22,HTTP,0,Web-Honeypot,1612,2389,0,42
192.168.49.152,21,187,1,7,5,4,0,22,SSH,0,Web-Honeypot,937,7882,0,37
192.168.13.136,24,100,4,10,6,7,3,22,SSH,0,Cowrie-SSH,3275,3664,1,61
192.168.248.45,19,201,2,8,7,4,5,8080,SSH,0,Web-Honeypot,507,10354,1,52
192.168.36.56,16,171,3,13,8,6,1,22,SSH,0,Cowrie-SSH,2078,3477,0,44
192.168.77.78,18,426,4,8,5,3,2,22,HTTPS,0,Web-Honeypot,2323,4537,0,49
192.168.147.178,21,240,2,8,5,3,4,22,SSH,0,Fake-Admin-Panel,2909,12774,0,33
192.168.59.90,18,156,5,6,3,3,3,22,SSH,0,Cowrie-SSH,3472,137278,0,28
192.168.169.243,16,301,2,5,2,5,2,80,SSH,0,Cowrie-SSH,1003,3494,0,23
192.168.131.2,18,129,1,9,3,4,3,22,HTTPS,0,Web-Honeypot,12699,6415,0,39
192.168.61.84,21,137,5,6,4,6,2,80,HTTP,0,Fake-Admin-Panel,1797,4891,0,42
192.168.197.134,21,152,4,6,4,3,2,443,SSH,0,Cowrie-SSH,2392,27486,0,44
192.168.171.238,13,38,5,8,6,0,4,80,SSH,1,Cowrie-SSH,6610,11428,0,42
192.168.237.158,22,141,2,7,8,4,3,22,HTTP,1,Cowrie-SSH,2734,13809,1,59
192.168.170.220,14,87,3,3,4,4,2,22,SSH,0,Cowrie-SSH,12504,3322,0,36
192.168.81.50,14,76,1,8,4,2,3,443,SSH,0,Fake-Admin-Panel,17584,691,0,31
192.168.34.30,16,182,1,6,9,3,2,443,SSH,0,Web-Honeypot,1820,7053,0,24
192.168.42.207,28,353,2,6,6,3,4,22,HTTP,0,Cowrie-SSH,3841,1384,0,26
192.168.182.57,18,545,2,6,6,2,0,22,SSH,0,Web-Honeypot,877,3398,0,16
192.168.38.223,15,107,4,8,4,7,2,22,SSH,0,Web-Honeypot,839,4237,0,50
192.168.205.172,17,679,3,7,4,7,3,80,HTTP,0,Cowrie-SSH,4633,7339,0,41
192.168.25.27,15,151,2,6,1,3,5,80,HTTP,0,Cowrie-SSH,2809,3523,0,33
192.168.116.85,15,266,2,6,3,7,2,80,SSH,0,Cowrie-SSH,6479,46280,0,35
192.168.172.35,18,490,4,11,4,5,4,22,SSH,0,Web-Honeypot,1202,9286,1,51
192.168.19.244,15,391,1,13,3,6,1,22,HTTP,0,Cowrie-SSH,12631,67291,0,39
192.168.129.199,11,35,3,10,6,8,2,22,SSH,0,Cowrie-SSH,1766,17575,0,43
192.168.102.215,21,145,7,7,4,7,3,22,SSH,0,Cowrie-SSH,4435,24824,0,41
192.168.219.181,9,98,5,6,6,2,3,22,HTTPS,0,Cowrie-SSH,1108,7752,0,48
192.168.122.246,16,219,2,11,1,4,3,22,SSH,0,Web-Honeypot,552,3310,0,38
